data,treatment,essay,Site,SENSOR_mean_temp,sp,site_sp,site_sp_treat,treat_sp,treat_site,family,individual,CODI INDIVIDU,IND_CODE2,initial weight,final weight,% weight loss,aprox_minute_dead,log_min_death
24/08/2018 0:00:00,42,17,CJ,"42,5",PN,CJ_PN,CJ_PN_42,42_PN,42_CJ,PN24,CJ PN24,CJ_263,CJPN24263,"0,093","0,055",,170,"2,23044892"
24/08/2018 0:00:00,42,17,CJ,"42,5",PN,CJ_PN,CJ_PN_42,42_PN,42_CJ,PN24,CJ PN24,CJ_264,CJPN24264,"0,07","0,038",,130,"2,11394335"
24/08/2018 0:00:00,42,17,CJ,"42,5",PN,CJ_PN,CJ_PN_42,42_PN,42_CJ,PN24,CJ PN24,CJ_265,CJPN24265,"0,132","0,089",,170,"2,23044892"
24/08/2018 0:00:00,42,17,CJ,"42,5",PN,CJ_PN,CJ_PN_42,42_PN,42_CJ,PN24,CJ PN24,CJ_266,CJPN24266,"0,092","0,059",,150,"2,17609126"
24/08/2018 0:00:00,42,18,CJ,"41,2267574",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR25,CJ PR25,CJ_267,CJPR25267,"0,132","0,104",,420,"2,62324929"
24/08/2018 0:00:00,42,18,CJ,"41,2267574",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR25,CJ PR25,CJ_268,CJPR25268,"0,109","0,088",,400,"2,60205999"
24/08/2018 0:00:00,42,18,CJ,"41,2267574",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR25,CJ PR25,CJ_269,CJPR25269,"0,172","0,133",,280,"2,44715803"
24/08/2018 0:00:00,42,18,CJ,"41,2267574",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR25,CJ PR25,CJ_270,CJPR25270,"0,192","0,143",,400,"2,60205999"
24/08/2018 0:00:00,42,18,CJ,"41,2267574",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR25,CJ PR25,CJ_271,CJPR25271,"0,109","0,091",,240,"2,38021124"
24/08/2018 0:00:00,42,18,CJ,"41,2267574",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR25,CJ PR25,CJ_272,CJPR25272,"0,148","0,11",,440,"2,64345268"
24/08/2018 0:00:00,42,18,CJ,"41,2267574",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR23,CJ PR23,CJ_273,CJPR23273,"0,143","0,114",,400,"2,60205999"
24/08/2018 0:00:00,42,18,CJ,"41,2267574",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR25,CJ PR25,CJ_274,CJPR25274,"0,113","0,076",,380,"2,5797836"
24/08/2018 0:00:00,42,18,CJ,"41,2267574",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR23,CJ PR23,CJ_275,CJPR23275,"0,038","0,017",,200,"2,30103"
24/08/2018 0:00:00,42,18,CJ,"41,2267574",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR22,CJ PR22,CJ_276,CJPR22276,"0,063","0,042",,200,"2,30103"
24/08/2018 0:00:00,42,18,CJ,"41,2267574",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR22,CJ PR22,CJ_277,CJPR22277,"0,143","0,11",,320,"2,50514998"
24/08/2018 0:00:00,42,18,CJ,"41,2267574",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR22,CJ PR22,CJ_278,CJPR22278,"0,136","0,078",,220,"2,34242268"
24/08/2018 0:00:00,42,18,CJ,"41,2267574",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR22,CJ PR22,CJ_279,CJPR22279,"0,105","0,07",,280,"2,44715803"
25/08/2018 0:00:00,40,19,CJ,"40,166944",PR,CJ_PR,CJ_PR_40,40_PR,40_CJ,PR22,CJPR22,CJ_280,CJPR22280,"0,166","0,142",,510,"2,70757018"
25/08/2018 0:00:00,40,19,CJ,"40,166944",PR,CJ_PR,CJ_PR_40,40_PR,40_CJ,PR22,CJPR22,CJ_281,CJPR22281,"0,156","0,122",,450,"2,65321251"
25/08/2018 0:00:00,40,19,CJ,"40,166944",PR,CJ_PR,CJ_PR_40,40_PR,40_CJ,PR22,CJPR22,CJ_282,CJPR22282,"0,144","0,118",,420,"2,62324929"
25/08/2018 0:00:00,40,19,CJ,"40,166944",PR,CJ_PR,CJ_PR_40,40_PR,40_CJ,PR22,CJPR22,CJ_283,CJPR22283,"0,114","0,09",,480,"2,68124124"
25/08/2018 0:00:00,40,19,CJ,"40,166944",PR,CJ_PR,CJ_PR_40,40_PR,40_CJ,PR22,CJPR22,CJ_284,CJPR22284,"0,06","0,052",,360,"2,5563025"
25/08/2018 0:00:00,40,19,CJ,"40,166944",PR,CJ_PR,CJ_PR_40,40_PR,40_CJ,PR22,CJPR22,CJ_285,CJPR22285,"0,061","0,052",,330,"2,51851394"
25/08/2018 0:00:00,40,19,CJ,"40,166944",PR,CJ_PR,CJ_PR_40,40_PR,40_CJ,PR23,CJPR23,CJ_286,CJPR23286,"0,139","0,112",,420,"2,62324929"
25/08/2018 0:00:00,40,19,CJ,"40,166944",PR,CJ_PR,CJ_PR_40,40_PR,40_CJ,PR23,CJPR23,CJ_287,CJPR23287,"0,037","0,023",,240,"2,38021124"
25/08/2018 0:00:00,40,19,CJ,"40,166944",PR,CJ_PR,CJ_PR_40,40_PR,40_CJ,PR25,CJPR25,CJ_288,CJPR25288,"0,148","0,137",,480,"2,68124124"
25/08/2018 0:00:00,40,19,CJ,"40,166944",PR,CJ_PR,CJ_PR_40,40_PR,40_CJ,PR25,CJPR25,CJ_289,CJPR25289,"0,145","0,124",,450,"2,65321251"
25/08/2018 0:00:00,40,19,CJ,"40,166944",PR,CJ_PR,CJ_PR_40,40_PR,40_CJ,PR25,CJPR25,CJ_290,CJPR25290,"0,043","0,037",,360,"2,5563025"
25/08/2018 0:00:00,40,19,CJ,"40,166944",PR,CJ_PR,CJ_PR_40,40_PR,40_CJ,PR25,CJPR25,CJ_291,CJPR25291,"0,045","0,038",,300,"2,47712125"
25/08/2018 0:00:00,40,19,CJ,"40,166944",PR,CJ_PR,CJ_PR_40,40_PR,40_CJ,PR25,CJPR25,CJ_292,CJPR25292,"0,039","0,032",,450,"2,65321251"
26/08/2018 0:00:00,44,21,CJ,"44,0082645",PN,CJ_PN,CJ_PN_44,44_PN,44_CJ,PN22,PN22G1_1A,CJ_293,CJPN22293,"0,156","0,137",,80,"1,90308999"
26/08/2018 0:00:00,44,21,CJ,"44,0082645",PR,CJ_PR,CJ_PR_44,44_PR,44_CJ,PR22,PR22P1,CJ_294,CJPR22294,"0,05","0,036",,70,"1,84509804"
26/08/2018 0:00:00,44,21,CJ,"44,0082645",PR,CJ_PR,CJ_PR_44,44_PR,44_CJ,PR22,CJPR22M1,CJ_295,CJPR22295,"0,088","0,061",,80,"1,90308999"
26/08/2018 0:00:00,44,21,CJ,"44,0082645",PN,CJ_PN,CJ_PN_44,44_PN,44_CJ,PN24,CJPN24P3,CJ_296,CJPN24296,"0,02","0,011",,40,"1,60205999"
26/08/2018 0:00:00,44,21,CJ,"44,0082645",PR,CJ_PR,CJ_PR_44,44_PR,44_CJ,PR22,CJPR22G1,CJ_297,CJPR22297,"0,143","0,128",,90,"1,95424251"
26/08/2018 0:00:00,44,21,CJ,"44,0082645",PN,CJ_PN,CJ_PN_44,44_PN,44_CJ,PN24,CJPN24P2,CJ_298,CJPN24298,"0,028","0,017",,60,"1,77815125"
26/08/2018 0:00:00,44,21,CJ,"44,0082645",PN,CJ_PN,CJ_PN_44,44_PN,44_CJ,PN24,CJPN24P1,CJ_299,CJPN24299,"0,021","0,017",,40,"1,60205999"
26/08/2018 0:00:00,42,22,CJ,"42,5549908",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR22,CJPR22G1,CJ_300,CJPR22300,"0,135","0,092",,310,"2,49136169"
26/08/2018 0:00:00,42,22,CJ,"42,5549908",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR23,CJPR23P2,CJ_301,CJPR23301,"0,071","0,037",,270,"2,43136376"
26/08/2018 0:00:00,42,22,CJ,"42,5549908",PN,CJ_PN,CJ_PN_42,42_PN,42_CJ,PN22,CJPN22G1,CJ_302,CJPN22302,"0,156","0,134",,210,"2,32221929"
26/08/2018 0:00:00,42,22,CJ,"42,5549908",PR,CJ_PR,CJ_PR_42,42_PR,42_CJ,PR22,CJPR22G2,CJ_303,CJPR22303,"0,137","0,11",,360,"2,5563025"
